"Transfer_Value","Comp","Nation","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl.Int","Clr","Err","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G.A","G_minus_PK","PK","PKatt","xAG_Expected","npxG.xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G.A_Per","G_minus_PK_Per","G.A_minus_PK_Per","xG_Per","xAG_Per","xG.xAG_Per","npxG_Per","npxG.xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Compl_Starts","Subs_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_position","Comp_going","Comp_from_to","gb_age","PC1_diff","PC2_diff","PC3_diff","PC4_diff","total_diff"
826406.926406927,"Ligue 1","FRA",26.6,65,34,35,24,6,33,55,60,22,22,3,19,33,98,49,1,55,2.07,47,3,2,0,3,0,5,0.19,4,0,0,0,1,0,4,0,0,35,23,2,97,34,0,0,0,161,38,24,61.3,1260,1627,77.4,23631,8890,516,594,86.9,553,675,81.9,164,278,59,3,4,3.6,-1,28,125,31,18,174,1627,1396,223,18,1,39,97,200,5,0,5,0,1260,8,25,1898,79,505,956,453,32,1898,41,23,56.1,18,43.9,1062,5542,2885,65,43,12,32,17,1153,113,1,15,4,26.7,0.56,0.15,0.07,0.25,18.1,0,0,0,0.9,0.9,0.06,0.1,0.1,37,26,2395,26.6,1,4,1,0,0,4,4.9,65,174,113,0.04,0.11,0.15,0.04,0.15,0.03,0.15,0.18,0.03,0.18,37,2395,65,70,26.6,26,19,11,0,1.68,39,24,15,0.56,0.39,38.6,28.9,9.7,0.36,0.15,"Right Midfield","Bundesliga","Ligue 1_Bundesliga","1",-5.97165256989684,-2.68255304142271,-0.337588238214764,-1.34734553886532,10.3391393883996
12142222.2222222,"Premier League","WAL",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,9,100,143,16,5,5,100,4,4,100,0,0,0,1,0.7,0.5,0.3,1,0,0,0,0,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0,10,0,1,5,4,1,10,1,1,100,0,0,7,39,29,1,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0.1,0,1,0,0,0,0.7,0.7,1,0,2,0,11.25,11.25,0,11.25,0,7.82,7.82,0,7.82,1,8,8,0.2,0.1,0,0,1,12,3,1,0,1,11.25,9.48,0.7,0.4,0.3,3.65,2.21,"Right-Back","Premier League","Premier League_Premier League","1",-18.175610456433,-3.1522633361158,5.76277719899855,1.18430477523156,28.274955766779
5e+05,"Ligue 1","FRA",13.9,11,9,3,7,1,2,12,16.7,10,8,2,6,10,21,2,0,27,1.94,18,0,4,3,2,0,1,0.07,1,0,0,0,0,0,1,0,0,7,9,6,12,9,0,0,0,51,8,19,29.6,236,321,73.5,3246,780,133,171,77.8,72,99,72.7,8,11,72.7,1,1.5,1.9,-0.5,9,17,12,2,21,321,303,16,0,2,0,12,0,0,0,0,0,236,2,10,484,6,51,232,215,48,484,56,22,39.3,31,55.4,360,2756,1060,35,19,16,48,19,351,94,3,25,11,44,1.8,0.79,0.12,0.27,15.2,1,0,0,3,3,0.12,0,0,25,12,1249,13.9,3,4,3,0,0,1.5,4.5,35,21,94,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33,25,1249,50,36.5,13.9,12,4,13,2,0.16,10,28,-18,-1.3,-0.05,17.5,20.7,-3.2,-0.23,0.5,"Centre-Forward","Ligue 1","Ligue 1_Ligue 1","1",0.111229054033916,0.354648481803128,-0.98854591789911,-0.555708841015522,2.01013229475168
0,"Bundesliga","GER",23,27,21,10,15,2,16,38,42.1,22,28,2,26,41,68,25,0,59,2.56,36,10,4,1,5,3,6,0.26,4,1,1,0,0,0,4,0,0,26,40,3,62,21,0,1,0,167,72,31,69.9,619,897,69,9824,3597,321,423,75.9,218,298,73.2,50,105,47.6,4,3.6,4,0.4,31,70,25,6,106,897,832,60,29,6,5,62,5,26,20,3,0,619,5,23,1172,34,212,644,345,50,1172,51,25,49,21,41.2,549,3090,1519,37,28,7,45,16,655,77,1,36,10,27.8,1.57,0.43,0.03,0.1,22.6,4,0,0,2.2,2.2,0.06,-1.2,-1.2,30,22,2070,23,1,5,1,0,0,3.6,5.8,37,106,77,0.04,0.17,0.22,0.04,0.22,0.1,0.16,0.25,0.1,0.25,30,2070,69,67.6,23,22,9,8,1,1.4,35,36,-1,-0.04,-0.04,31.5,35,-3.4,-0.15,0.13,"Defensive Midfield","Bundesliga","Bundesliga_Bundesliga","1",3.9712310836172,-2.43346447273015,1.89754974486182,1.60677592943302,9.9090212306422
4e+06,"Premier League","DEN",16.6,14,8,9,4,1,4,7,57.1,3,14,6,8,29,43,57,1,9,0.54,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,7,0,1,8,0,0,0,110,48,38,55.8,1201,1336,89.9,21164,7424,495,535,92.5,586,631,92.9,100,135,74.1,0,0.2,0.5,-0.2,6,88,6,1,81,1336,1289,46,33,1,4,1,13,0,0,0,0,1201,1,5,1477,147,645,772,68,5,1477,4,4,100,0,0,823,3835,2215,14,15,0,3,1,1058,5,0,5,0,0,0.3,0,0,0,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,19,17,1496,16.6,0,0,0,0,0,0.2,0.8,14,81,5,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,19,1496,79,43.7,16.6,17,15,2,9,2.21,38,11,27,1.62,0.88,25.9,14.8,11.1,0.67,-0.22,"Centre-Back","La Liga","Premier League_La Liga","1",2.96773710289953,-0.20579688324106,-2.75602590352461,0.81691835475639,6.74647824442159
2613425.53550346,"Ligue 1","FRA",33.6,50,39,33,15,2,20,47,42.6,27,47,13,34,50,100,99,2,116,3.46,66,31,7,8,3,1,9,0.27,4,2,1,1,1,0,5,0,0,24,30,2,251,39,1,1,0,228,34,35,49.3,1403,1998,70.2,24776,12947,708,789,89.7,471,645,73,192,443,43.3,4,6.7,6,-2.7,58,138,41,22,171,1998,1462,528,78,0,13,251,367,81,20,55,0,1403,8,64,2376,103,661,1015,727,37,2376,54,38,70.4,16,29.6,1097,6262,3658,96,84,10,50,28,1186,130,3,45,11,24.4,1.34,0.33,0.07,0.27,22.6,5,0,0,2.1,2.1,0.05,0.9,0.9,34,34,3021,33.6,3,7,3,0,0,6.7,8.8,96,171,130,0.09,0.12,0.21,0.09,0.21,0.06,0.2,0.26,0.06,0.26,34,3021,89,88.3,33.6,34,30,0,2,1.38,33,38,-5,-0.15,-0.15,37.3,31.8,5.6,0.17,0.58,"Right-Back","Ligue 1","Ligue 1_Ligue 1","1",10.9624278425805,-3.15314480966004,-1.50038699302544,-0.0620855801836722,15.6780452254496
0,"Premier League","ENG",9.6,17,10,10,6,1,5,14,35.7,9,14,11,3,18,35,47,0,9,0.94,6,1,1,0,0,1,1,0.1,1,0,0,0,0,0,1,0,0,10,5,0,7,10,0,1,0,71,28,29,49.1,521,630,82.7,9649,3313,203,228,89,257,298,86.2,54,84,64.3,0,0.1,0.2,-0.1,2,30,6,1,43,630,593,35,14,0,7,7,21,0,0,0,0,521,2,7,759,70,314,377,74,14,759,10,7,70,3,30,456,2129,1147,11,11,0,9,6,479,20,0,10,3,30,1.04,0.31,0,0,13.8,0,0,0,1.4,1.4,0.14,-1.4,-1.4,12,10,866,9.6,0,0,0,0,0,0.1,1.5,11,43,20,0,0,0,0,0,0.15,0.01,0.16,0.15,0.16,12,866,72,25.3,9.6,10,5,2,7,1.67,22,14,8,0.83,0.3,15.3,12.5,2.8,0.29,-0.33,"Centre-Back","Premier League","Premier League_Premier League","1",-9.87900666269787,0.208849559308902,-0.406310440382658,1.10502464033644,11.5991913027259
-923076.923076923,"La Liga","ARG",6.4,9,4,4,5,0,3,10,30,7,4,0,4,2,11,5,0,8,1.25,7,0,0,1,0,0,1,0.16,0,0,0,1,0,0,2,0,0,25,8,5,3,4,0,0,0,17,23,34,40.4,69,115,60,844,183,45,64,70.3,15,26,57.7,3,4,75,0,0.4,0.4,-0.4,4,4,3,1,12,115,107,8,0,0,1,3,0,0,0,0,0,69,0,6,176,5,15,79,83,22,176,3,3,100,0,0,82,325,113,5,3,3,17,8,115,35,1,7,5,71.4,1.1,0.78,0.14,0.2,15.7,0,0,0,1.3,1.3,0.18,-0.3,-0.3,16,5,574,6.4,1,1,1,0,0,0.4,1.7,5,12,35,0.16,0,0.16,0.16,0.16,0.2,0.06,0.26,0.2,0.26,16,574,36,16.8,6.4,5,1,11,0,0.81,5,9,-4,-0.63,0.23,6.3,9.5,-3.2,-0.5,-0.2,"Centre-Forward","La Liga","La Liga_La Liga","1",1.38774981123398,-2.15853861629528,3.01231273001016,0.755790939813977,7.3143920973534
4e+05,"Serie A","ITA",15.7,46,27,22,17,7,22,40,55,18,18,3,15,34,80,60,0,20,1.27,19,0,1,0,0,0,2,0.13,1,0,1,0,0,0,8,0,0,18,11,2,20,27,0,2,0,72,15,14,51.7,564,709,79.5,10262,4427,230,259,88.8,270,321,84.1,60,106,56.6,0,0.4,0.5,-0.4,10,49,9,8,63,709,601,105,24,0,4,20,81,0,0,0,0,564,3,14,889,71,364,421,110,3,889,17,9,52.9,8,47.1,420,2003,1033,13,12,1,9,8,481,11,1,1,1,100,0.06,0.06,1,1,15.3,0,0,0,0.4,0.4,0.41,0.6,0.6,18,16,1412,15.7,1,1,1,0,0,0.4,0.8,13,63,11,0.06,0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,18,1412,78,41.3,15.7,16,14,2,19,0.89,14,27,-13,-0.83,-1.05,13.9,22.4,-8.5,-0.54,-0.83,"Right-Back","Ligue 1","Serie A_Ligue 1","1",-5.78428300053276,-9.7968309879199,-2.98743413524904,-1.18075645987244,19.7493045835741
5e+05,"Premier League","BEL",11,10,9,5,5,0,2,4,50,2,4,0,4,5,15,4,0,14,1.28,10,1,0,2,1,0,1,0.09,1,0,0,0,0,0,1,0,0,8,5,5,34,9,0,0,0,52,2,10,16.7,183,272,67.3,2816,769,101,129,78.3,56,79,70.9,17,36,47.2,1,0.9,0.7,0.1,7,11,5,5,18,272,259,12,1,1,2,34,5,5,4,1,0,183,1,15,363,6,55,152,159,14,363,15,5,33.3,10,66.7,231,1494,686,25,20,1,18,10,256,57,1,16,5,31.3,1.46,0.46,0.06,0.2,22.4,0,0,0,1,1,0.06,0,0,22,10,986,11,1,2,1,0,0,0.9,1.9,25,18,57,0.09,0.09,0.18,0.09,0.18,0.09,0.09,0.17,0.09,0.17,22,986,45,28.8,11,10,3,12,6,0.55,6,25,-19,-1.73,-0.44,8.9,20,-11.1,-1.01,-0.24,"Right Winger","Ligue 1","Premier League_Ligue 1","1",-4.64012411208863,-9.90816101199545,-3.02330380171481,-0.871562233907401,18.4431511597063
8e+05,"Bundesliga","ANG",17.8,40,25,23,17,0,20,40,50,20,30,7,23,27,67,53,0,27,1.51,16,3,0,1,7,0,2,0.11,1,1,0,0,0,0,5,0,0,27,39,0,16,25,0,0,0,104,25,24,51,472,724,65.2,8357,3211,205,257,79.8,220,318,69.2,39,97,40.2,0,0.2,0.4,-0.2,6,37,6,2,45,724,536,187,17,0,3,16,170,0,0,0,0,472,1,26,960,64,361,449,160,3,960,22,12,54.5,10,45.5,394,2022,826,18,16,1,32,17,388,23,0,8,1,12.5,0.45,0.06,0,0,29.5,0,0,0,0.2,0.2,0.02,-0.2,-0.2,21,18,1604,17.8,0,0,0,0,0,0.2,0.4,18,45,23,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,21,1604,76,52.4,17.8,18,12,3,7,1.1,13,23,-10,-0.56,0.43,16.2,30.7,-14.5,-0.81,-0.23,"Left-Back","Bundesliga","Bundesliga_Bundesliga","1",2.81395863979776,1.23734503932805,-1.20646152019219,-3.07662421286966,8.33438941218766
2023076.92307692,"Ligue 1","BRA",21.4,36,26,22,13,1,15,22,68.2,7,19,15,4,15,51,72,2,10,0.47,9,0,0,0,0,1,1,0.05,1,0,0,0,0,0,5,1,1,20,11,0,2,26,0,1,1,93,37,23,61.7,1323,1403,94.3,24841,9948,501,514,97.5,676,704,96,131,161,81.4,0,0.2,0.5,-0.2,4,58,3,0,74,1403,1358,44,41,0,19,2,3,0,0,0,0,1323,1,5,1565,158,814,717,41,10,1565,11,9,81.8,2,18.2,815,4108,2898,9,9,0,5,1,1210,3,0,6,0,0,0.28,0,0,0,11.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,23,22,1929,21.4,0,0,0,0,0,0.2,1,9,74,3,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,23,1929,84,56.4,21.4,22,20,1,4,1.57,36,29,7,0.33,0.69,27.5,30.2,-2.7,-0.13,-0.27,"Centre-Back","Serie A","Ligue 1_Serie A","1",-2.60830084569565,-0.0429422824065826,-1.59324637167827,-1.5924753033583,5.8369648031388
-325000,"La Liga","BRA",2.2,3,2,1,2,0,2,4,50,2,2,2,0,0,3,7,0,1,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,16,6,6,50,121,132,91.7,2265,847,44,45,97.8,66,72,91.7,10,12,83.3,0,0,0,0,1,15,0,0,20,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1,149,9,56,90,5,2,149,2,1,50,1,50,102,581,332,2,0,0,0,0,98,1,0,1,0,0,0.46,0,0,0,10.6,0,0,0,0,0,0.03,0,0,3,2,194,2.2,0,0,0,0,0,0,0.1,2,20,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,3,194,65,5.7,2.2,2,2,1,11,0.33,1,3,-2,-0.93,-2.02,2.4,2.3,0,0.02,-0.56,"Centre-Back","Premier League","La Liga_Premier League","1",-6.21295649767518,-0.0930682436140549,1.10120577585403,-1.04288559617292,8.45011611331619
-437500,"Serie A","ITA",11.6,31,22,15,9,7,8,24,33.3,16,12,1,11,10,41,8,1,37,3.19,23,0,5,2,5,2,3,0.26,1,0,0,0,2,0,1,0,0,10,26,0,26,22,0,0,0,59,2,6,25,205,289,70.9,2913,690,113,139,81.3,68,90,75.6,12,26,46.2,1,1.3,1.1,-0.3,18,6,14,8,21,289,282,5,0,0,2,26,5,0,0,0,0,205,2,15,438,7,83,179,191,36,438,59,36,61,23,39,312,2964,1699,53,32,19,21,24,295,79,1,16,9,56.3,1.38,0.78,0.06,0.11,16.4,0,0,0,1.9,1.9,0.12,-0.9,-0.9,16,12,1043,11.6,1,2,1,0,0,1.3,3.2,53,21,79,0.09,0.09,0.17,0.09,0.17,0.16,0.11,0.27,0.16,0.27,16,1043,65,30.5,11.6,12,7,4,3,0.63,10,20,-10,-0.86,0.69,11.7,18.9,-7.2,-0.62,0.43,"Right Winger","Serie A","Serie A_Serie A","1",-2.77232335864517,0.920843273822898,-0.174891474847399,-1.9667163484391,5.83477445575457
5292307.69230769,"Serie A","KVX",2.4,1,0,1,0,0,0,5,0,5,0,0,0,0,1,2,0,5,2.1,3,0,0,0,2,0,1,0.42,0,0,0,0,1,0,1,0,0,5,9,1,0,0,1,0,0,6,11,14,44,42,64,65.6,652,64,22,33,66.7,17,27,63,3,3,100,0,0,0.1,0,0,1,3,0,4,64,62,2,0,0,0,0,0,0,0,0,0,42,0,1,93,1,13,38,43,9,93,5,3,60,2,40,67,218,41,1,2,1,10,3,84,23,0,4,2,50,1.67,0.84,0,0,15.5,0,0,0,0.4,0.4,0.1,-0.4,-0.4,11,1,215,2.4,0,0,0,0,0,0,0.4,1,4,23,0,0,0,0,0,0.17,0,0.17,0.17,0.17,11,215,20,6.3,2.4,1,0,10,12,1.55,2,7,-5,-2.09,-2.77,1.9,3.8,-1.9,-0.8,-1.07,"Centre-Forward","La Liga","Serie A_La Liga","1",-9.99900678288826,2.43138809823296,-1.94715310298569,0.159491066398155,14.5370390505051
3200000,"Ligue 1","BRA",6.5,10,5,4,5,1,3,13,23.1,10,4,0,4,3,13,1,0,32,4.94,21,3,2,4,2,0,8,1.23,6,1,1,0,0,0,1,0,0,4,18,3,20,5,0,0,0,30,4,6,40,189,242,78.1,3151,867,88,102,86.3,74,92,80.4,16,30,53.3,5,2.3,1.8,2.7,13,18,16,0,37,242,225,17,5,1,1,20,1,11,4,3,0,189,0,6,315,5,26,125,172,29,315,35,23,65.7,12,34.3,258,1852,933,28,17,11,14,11,242,48,2,17,7,41.2,2.62,1.08,0.12,0.29,16.1,0,0,0,2.3,2.3,0.13,-0.3,-0.3,9,7,583,6.5,2,7,2,0,0,2.3,4.5,28,37,48,0.31,0.77,1.08,0.31,1.08,0.35,0.35,0.7,0.35,0.7,9,583,65,17,6.5,7,3,2,0,2.11,19,11,8,1.23,1.01,13.3,10.3,3,0.46,0.16,"Right Winger","Premier League","Ligue 1_Premier League","1",-7.4989189321231,-0.522147339408795,2.7436766767254,-0.455600265779283,11.2203432140366
1.5e+07,"Premier League","GER",28.5,34,16,4,20,10,10,30,33.3,20,28,0,28,7,41,41,0,63,2.21,54,2,1,5,1,0,4,0.14,3,0,0,1,0,0,5,0,0,60,25,28,14,16,0,0,0,81,79,59,57.2,727,894,81.3,9347,1882,458,540,84.8,195,221,88.2,23,32,71.9,1,3.8,2.8,-2.8,38,49,26,2,89,894,850,41,5,2,4,14,9,1,0,0,0,727,3,24,1258,46,108,519,640,165,1257,61,18,29.5,38,62.3,728,3741,1483,59,33,30,79,36,946,218,7,70,31,44.3,2.45,1.09,0.09,0.19,12.7,1,1,1,11.6,10.8,0.15,-4.6,-4.8,35,30,2569,28.5,7,8,6,1,1,3.8,14.6,59,89,218,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51,35,2569,73,75.1,28.5,30,15,5,1,1.23,29,31,-2,-0.07,0.67,40.3,38.1,2.2,0.08,0.63,"Centre-Forward","Premier League","Premier League_Premier League","1",3.81484954021974,-0.748831324040748,-4.33723900630798,-4.26117355578511,13.1620934263536
2676923.07692308,"Ligue 1","CMR",13.8,10,6,4,3,3,3,18,16.7,15,8,1,7,4,14,13,0,37,2.69,23,1,5,0,7,1,5,0.36,2,0,0,0,3,0,0,0,0,15,26,3,18,6,2,0,0,42,13,21,38.2,274,361,75.9,3861,771,159,195,81.5,92,119,77.3,11,15,73.3,1,0.9,1.1,0.1,13,13,12,2,33,361,348,13,0,2,2,18,5,0,0,0,0,274,0,8,503,14,65,223,222,40,503,39,22,56.4,17,43.6,322,1863,924,33,20,19,40,16,388,150,3,17,5,29.4,1.23,0.36,0.18,0.6,18,0,0,0,1.9,1.9,0.11,1.1,1.1,26,12,1239,13.8,3,4,3,0,0,0.9,2.8,33,33,150,0.22,0.07,0.29,0.22,0.29,0.14,0.06,0.2,0.14,0.2,26,1239,48,49.2,13.8,12,4,14,1,1.35,19,19,0,0,-0.21,18.7,23.9,-5.2,-0.38,-0.17,"Centre-Forward","Ligue 1","Ligue 1_Ligue 1","1",4.30767492520207,8.63770134851178,0.0397067005806419,1.51663077346068,14.5017137477552
-560000,"Serie A","ARG",8.1,26,13,11,14,1,8,28,28.6,20,10,3,7,19,45,13,0,14,1.72,11,0,0,1,1,1,3,0.37,2,0,0,1,0,0,5,0,0,14,8,0,4,13,0,0,0,67,12,18,40,422,481,87.7,7202,1979,190,209,90.9,191,211,90.5,35,44,79.5,1,0.3,0.3,0.7,2,39,2,0,45,481,474,6,5,0,2,4,0,0,0,0,0,422,1,6,573,16,141,382,56,3,573,9,8,88.9,1,11.1,302,1481,697,11,11,0,6,2,353,7,0,7,3,42.9,0.86,0.37,0,0,24.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7,24,4,733,8.1,0,1,0,0,0,0.3,1,11,45,7,0,0.12,0.12,0,0.12,0.08,0.04,0.13,0.08,0.13,24,733,31,21.4,8.1,4,0,20,5,1.92,15,7,8,0.98,1.05,11.1,11.2,0,0,-0.37,"Central Midfield","La Liga","Serie A_La Liga","1",-10.0430072828577,-0.0255158710785661,-2.10651384594225,-0.851487263623139,13.0265242635017
30400000,"Ligue 1","FRA",32.5,86,45,33,49,4,29,55,52.7,26,39,7,32,101,187,34,0,71,2.18,50,0,7,7,4,3,8,0.25,8,0,0,0,0,0,11,1,1,51,59,2,17,45,0,1,0,262,77,31,71.3,1795,2091,85.8,32270,9704,723,819,88.3,871,958,90.9,167,233,71.7,2,2.8,4,-0.8,21,196,34,4,250,2091,2020,64,62,6,13,17,2,0,0,0,0,1795,7,24,2486,80,477,1670,372,48,2486,51,38,74.5,13,25.5,1604,8501,3776,47,41,6,19,30,1673,39,3,55,10,18.2,1.69,0.31,0.05,0.3,22.5,0,0,0,2,2,0.04,1,1,35,33,2929,32.5,3,5,3,0,0,2.8,4.8,47,250,39,0.09,0.06,0.15,0.09,0.15,0.06,0.08,0.15,0.06,0.15,35,2929,84,85.6,32.5,33,29,2,0,1.89,58,33,25,0.77,0.77,51.6,33.7,18,0.55,0.37,"Defensive Midfield","La Liga","Ligue 1_La Liga","1",7.18315401724035,-4.203529555938,0.0716960343720243,2.99958745229646,14.4579670598468
640000,"La Liga","COD",8,12,7,5,5,2,2,10,20,8,4,1,3,9,21,9,0,19,2.39,16,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9,5,3,42,7,0,0,0,35,5,14,26.3,188,277,67.9,2796,985,115,143,80.4,54,85,63.5,11,32,34.4,0,0.2,0.7,-0.2,5,26,6,2,28,277,254,23,9,1,0,42,4,10,4,4,0,188,0,9,368,4,54,161,160,19,367,30,16,53.3,14,46.7,236,1454,692,27,15,4,25,12,263,64,1,5,0,0,0.63,0,0,0,20.5,1,1,1,1.1,0.3,0.07,-0.1,-0.3,12,9,717,8,1,1,0,1,1,0.2,0.6,27,28,64,0.13,0,0.13,0,0,0.14,0.03,0.17,0.04,0.07,12,717,60,21,8,9,3,3,3,0.5,8,19,-11,-1.38,-0.78,10,13.6,-3.7,-0.46,-0.21,"Attacking Midfield","Ligue 1","La Liga_Ligue 1","1",-6.806942793777,-8.36923765292862,-4.32660448794717,-2.73833013872805,22.2411150733808
109804.481233053,"La Liga","ESP",29,63,43,44,19,0,28,50,56,22,27,16,11,66,129,131,4,14,0.48,10,1,1,1,1,0,1,0.03,1,0,0,0,0,0,12,0,0,28,51,0,11,43,0,1,1,203,29,30,49.2,1130,1372,82.4,20643,7460,473,522,90.6,523,591,88.5,113,207,54.6,1,0.5,0.4,0.5,5,56,3,0,76,1372,1259,111,90,1,10,11,21,0,0,0,0,1130,2,17,1691,171,918,735,61,5,1691,42,36,85.7,6,14.3,965,5276,3098,31,11,0,28,14,973,21,0,3,1,33.3,0.1,0.03,0,0,26.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,31,29,2608,29,0,1,0,0,0,0.5,0.6,31,76,21,0,0.03,0.03,0,0.03,0.01,0.02,0.02,0.01,0.02,31,2608,84,76.3,29,29,28,2,4,0.68,14,49,-35,-1.21,0.45,26.5,55.8,-29.3,-1.01,-0.71,"Right-Back","La Liga","La Liga_La Liga","1",-5.90134093034749,2.57905253997871,-4.30184760446683,-2.41697738793833,15.1992184627314
-307692.307692308,"La Liga","ESP",19.5,6,2,3,3,0,2,10,20,8,6,1,5,2,8,5,0,96,4.91,41,40,5,4,6,0,9,0.46,3,5,0,0,1,0,1,0,0,11,29,15,143,2,1,0,0,75,2,11,15.4,416,667,62.4,7994,2771,172,219,78.5,153,225,68,75,169,44.4,4,4.6,4,-0.6,53,50,21,9,72,667,480,183,58,3,7,143,5,80,22,39,2,416,4,19,827,2,40,330,472,69,823,44,29,65.9,15,34.1,468,2622,1236,44,32,15,65,23,512,136,4,28,9,32.1,1.43,0.46,0.04,0.11,18.1,3,3,4,6.7,3.5,0.13,-2.7,-2.5,28,19,1759,19.5,4,8,1,3,4,4.6,8.1,44,72,136,0.2,0.2,0.41,0.05,0.26,0.34,0.23,0.58,0.18,0.41,28,1759,63,51.4,19.5,19,5,9,4,1.07,19,28,-9,-0.46,0.19,22.1,23.9,-1.8,-0.09,0.21,"Centre-Forward","La Liga","La Liga_La Liga","1",2.65726319272798,-0.465249709563616,2.98317307638726,1.79059512451569,7.89628110319455
5333333.33333333,"La Liga","POR",22.1,61,31,35,20,6,29,61,47.5,32,29,7,22,37,98,64,4,47,2.13,37,1,1,2,3,3,3,0.14,3,0,0,0,0,0,5,0,0,51,44,4,8,31,0,0,0,143,48,24,66.7,864,1097,78.8,15886,5134,383,439,87.2,368,428,86,102,169,60.4,2,1,1,1,13,68,11,0,91,1097,1048,41,37,4,12,8,4,0,0,0,0,864,8,28,1395,96,478,774,153,16,1395,22,9,40.9,12,54.5,717,2783,1113,9,8,1,31,13,856,24,1,20,7,35,0.9,0.32,0.05,0.14,20,2,0,0,1.7,1.7,0.08,-0.7,-0.7,32,22,1989,22.1,1,3,1,0,0,1,2.7,9,91,24,0.05,0.09,0.14,0.05,0.14,0.08,0.04,0.12,0.08,0.12,32,1989,62,58.2,22.1,22,15,10,6,1.16,23,47,-24,-1.09,-1.59,23.8,41.5,-17.7,-0.8,-0.84,"Defensive Midfield","La Liga","La Liga_La Liga","1",-1.01563910416814,4.01520331850234,-1.997289037948,-1.2274886307478,8.25562009136629
