"Transfer_Value","Comp","Nation","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl.Int","Clr","Err","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G.A","G_minus_PK","PK","PKatt","xAG_Expected","npxG.xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G.A_Per","G_minus_PK_Per","G.A_minus_PK_Per","xG_Per","xAG_Per","xG.xAG_Per","npxG_Per","npxG.xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Compl_Starts","Subs_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_position","Comp_going","Comp_from_to","gb_age","PC1_diff","PC2_diff","PC3_diff","PC4_diff","total_diff"
-2812500,"Premier League","ESP",7.3,15,7,5,9,1,3,15,20,12,9,0,9,9,24,1,0,35,4.77,23,1,3,6,2,0,4,0.54,2,0,1,1,0,0,1,0,0,8,11,0,20,7,0,0,0,52,2,4,33.3,266,337,78.9,3670,833,163,185,88.1,68,89,76.4,16,30,53.3,1,0.9,1.1,0.1,17,16,17,1,41,337,332,5,2,4,4,20,2,1,0,1,0,266,0,9,431,4,49,208,182,35,431,21,12,57.1,9,42.9,310,1792,793,24,19,9,18,9,320,52,1,22,10,45.5,3,1.36,0.05,0.1,15.8,0,0,0,2,2,0.09,-1,-1,11,8,661,7.3,1,2,1,0,0,0.9,2.9,24,41,52,0.14,0.14,0.27,0.14,0.27,0.27,0.13,0.4,0.27,0.4,11,661,60,19.3,7.3,8,5,3,13,1.36,10,12,-2,-0.27,-0.83,12.9,7.3,5.6,0.76,-0.05,"Right Winger","Serie A","Premier League_Serie A","0",-4.48833005905345,-3.55893693134721,-0.412868374384239,-0.645206353205638,9.10534171799053
-2440000,"La Liga","ITA",1.2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,2.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,0,9,0,16,23,69.6,292,46,8,12,66.7,5,6,83.3,2,3,66.7,0,0.3,0.1,-0.3,1,1,2,0,3,23,21,2,0,0,1,1,1,0,0,0,0,16,0,0,31,0,2,18,11,3,31,1,1,100,0,0,22,76,37,1,1,0,4,0,23,6,0,3,1,33.3,2.5,0.83,0,0,15.8,0,0,0,0.4,0.4,0.14,-0.4,-0.4,7,0,108,1.2,0,0,0,0,0,0.3,0.7,1,3,6,0,0,0,0,0,0.36,0.24,0.61,0.36,0.61,7,108,15,3.2,1.2,0,0,7,5,0.29,1,1,0,0,0.08,1.4,2.1,-0.7,-0.61,-0.37,"Centre-Forward","Serie A","La Liga_Serie A","0",2.58433645401154,0.773997402976043,1.06319824129972,-3.28493877164022,7.70647086992752
-1298461.53846154,"Premier League","FRA",20.3,83,44,48,25,10,43,72,59.7,29,19,3,16,40,123,41,0,45,2.22,37,3,0,0,2,3,5,0.25,5,0,0,0,0,0,3,0,0,24,19,2,68,44,0,0,0,148,28,31,47.5,924,1205,76.7,15657,5646,442,515,85.8,381,485,78.6,81,133,60.9,4,2.3,2,1.7,19,56,20,13,86,1205,997,204,18,5,12,68,185,1,0,0,0,924,4,31,1469,54,417,673,394,20,1469,25,14,56,11,44,778,3682,2009,61,43,4,28,12,810,102,0,12,3,25,0.59,0.15,0,0,24,0,0,0,0.4,0.4,0.03,-0.4,-0.4,25,18,1824,20.3,0,4,0,0,0,2.3,2.7,61,86,102,0,0.2,0.2,0,0.2,0.02,0.11,0.13,0.02,0.13,25,1824,73,53.3,20.3,18,15,7,6,1.32,27,30,-3,-0.15,0.36,29.9,23.4,6.5,0.32,0.55,"Right-Back","Ligue 1","Premier League_Ligue 1","0",4.50895042260434,0.186133013247268,0.460185101027547,-0.293269054651415,5.44853759153057
-2198060.86770372,"Serie A","ITA",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,9,12,75,126,12,5,6,83.3,4,4,100,0,1,0,0,0,0,0,0,0,0,0,1,12,12,0,0,0,0,1,0,0,0,0,0,9,0,1,14,1,4,4,6,1,14,0,0,0,0,0,6,30,14,1,0,0,0,0,13,4,0,1,0,0,3.75,0,0,0,20.4,0,0,0,0,0,0.03,0,0,1,0,24,0.3,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.12,0,0.12,0.12,0.12,1,24,24,0.7,0.3,0,0,1,1,3,2,0,2,7.5,6.52,1.2,0.4,0.8,3.09,2.18,"Right-Back","Ligue 1","Serie A_Ligue 1","0",-5.00229843747915,-1.49559111180783,-0.272769826225435,0.569115055956282,7.3397744314687
-5175192.62346849,"Premier League","NIR",25.2,29,22,19,8,2,14,33,42.4,19,22,13,9,48,77,131,1,22,0.87,18,2,0,2,0,0,3,0.12,2,0,0,1,0,0,7,0,0,26,27,0,4,22,0,0,1,142,54,34,61.4,785,983,79.9,15261,6008,293,334,87.7,366,430,85.1,114,193,59.1,2,0.9,0.4,1.1,8,58,5,2,56,983,922,58,43,0,2,4,15,0,0,0,0,785,3,4,1241,156,696,504,47,19,1241,10,10,100,0,0,613,3504,2043,21,10,1,10,6,599,9,2,10,5,50,0.4,0.2,0.2,0.4,7.8,0,0,0,2.1,2.1,0.22,-0.1,-0.1,28,26,2270,25.2,2,4,2,0,0,0.9,3,21,56,9,0.08,0.08,0.16,0.08,0.16,0.08,0.03,0.12,0.08,0.12,28,2270,81,66.4,25.2,26,22,2,1,0.61,21,38,-17,-0.67,-0.05,26.5,30.8,-4.3,-0.17,0.39,"Centre-Back","Premier League","Premier League_Premier League","0",6.30978143685139,0.0405986690936642,1.67739916919472,-0.930349416731502,8.95812869187128
-2666666.66666667,"La Liga","ESP",0.3,2,0,1,1,0,0,0,0,0,1,1,0,1,3,0,0,1,2.9,1,0,0,0,0,0,1,2.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,18,20,90,278,93,7,8,87.5,7,7,100,2,2,100,0,0,0,0,0,2,0,0,1,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0,25,1,13,12,2,0,25,1,1,100,0,0,13,79,32,1,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,31,31,0.9,0.3,0,0,1,14,3,2,0,2,5.81,4.56,0.7,0.6,0.1,0.15,-0.58,"Defensive Midfield","La Liga","La Liga_La Liga","0",-16.4977258623127,1.17798035830644,-0.0816044960666044,-1.29387005809994,19.0511807747857
-8e+06,"Premier League","CIV",17.8,55,33,33,17,5,15,40,37.5,25,28,5,23,19,74,44,3,38,2.13,26,1,4,4,1,2,5,0.28,3,1,1,0,0,0,0,0,0,23,15,1,35,33,0,1,0,111,36,40,47.4,772,980,78.8,10939,4252,449,499,90,255,333,76.6,33,59,55.9,3,3.4,1.9,-0.4,18,31,18,9,59,980,823,157,4,1,1,35,153,0,0,0,0,772,0,32,1221,78,416,555,264,25,1221,32,17,53.1,15,46.9,558,2181,1129,28,16,5,29,13,678,82,2,15,6,40,0.84,0.34,0.13,0.33,17.5,0,0,0,1.1,1.1,0.07,0.9,0.9,19,19,1605,17.8,2,5,2,0,0,3.4,4.5,28,59,82,0.11,0.17,0.28,0.11,0.28,0.06,0.19,0.25,0.06,0.25,19,1605,84,46.9,17.8,19,15,0,6,1.53,35,22,13,0.73,0.23,22.4,23.8,-1.4,-0.08,-0.34,"Right-Back","La Liga","Premier League_La Liga","0",4.05005787907066,-1.04191615905537,-3.32684730787064,0.159262378718251,8.57808372471492
-12800000,"Bundesliga","NED",32.7,13,8,2,8,3,4,20,20,16,17,3,14,4,17,26,0,77,2.36,59,0,2,11,5,0,13,0.4,10,0,0,3,0,0,3,0,0,30,27,36,3,8,0,0,0,97,96,77,55.5,523,797,65.6,7141,1417,327,452,72.3,135,195,69.2,32,42,76.2,8,5.2,4,2.8,43,37,17,0,59,797,770,22,1,3,4,3,2,0,0,0,0,523,5,28,1094,29,69,528,505,179,1091,33,18,54.5,15,45.5,561,2035,711,22,14,15,73,27,839,184,20,90,43,47.8,2.75,1.32,0.2,0.42,13.3,0,2,3,17,14.8,0.17,3,3.2,34,33,2941,32.7,20,28,18,2,3,5.2,20,22,59,184,0.61,0.24,0.86,0.55,0.8,0.52,0.16,0.68,0.45,0.61,34,2941,87,96.1,32.7,33,24,1,0,1.79,58,35,23,0.7,-0.05,47.8,40.4,7.4,0.23,0.63,"Centre-Forward","Premier League","Bundesliga_Premier League","0",-4.68545897407695,1.34690084326262,-1.39690948528769,-0.852859580732272,8.28212888335954
-10384615.3846154,"Serie A","ITA",2.7,6,2,2,2,2,3,8,37.5,5,3,1,2,1,7,3,0,10,3.77,7,0,2,1,0,0,1,0.38,1,0,0,0,0,0,0,0,0,2,3,2,11,2,0,0,0,10,1,1,50,90,116,77.6,1603,447,48,56,85.7,29,36,80.6,11,17,64.7,1,0.7,0.3,0.3,5,5,4,2,8,116,96,20,3,0,4,11,17,0,0,0,0,90,0,5,158,6,41,41,79,22,158,13,6,46.2,7,53.8,100,591,351,13,5,10,5,5,104,16,1,10,1,10,3.75,0.37,0.1,1,18.3,0,0,0,0.8,0.8,0.08,0.2,0.2,3,3,240,2.7,1,2,1,0,0,0.7,1.5,13,8,16,0.37,0.37,0.75,0.37,0.75,0.31,0.26,0.57,0.31,0.57,3,240,80,7,2.7,3,1,0,0,1,5,4,1,0.37,0.74,5.4,4,1.4,0.54,1.05,"Right Winger","Serie A","Serie A_Serie A","0",3.86308007581337,-0.145132879484887,2.5601150357927,0.294142747227128,6.86247073831809
-24800000,"La Liga","BRA",13.1,15,10,4,7,4,4,12,33.3,8,9,0,9,4,19,5,2,29,2.21,22,1,2,1,2,1,9,0.68,5,0,1,0,2,1,1,0,0,11,44,1,14,10,0,0,0,72,3,6,33.3,942,1043,90.3,14431,3176,476,509,93.5,349,371,94.1,61,80,76.3,3,1.7,1.4,1.3,11,94,15,0,88,1043,991,49,26,6,9,14,9,14,6,3,0,942,3,13,1144,15,138,688,326,13,1144,34,31,91.2,3,8.8,829,4742,1935,30,45,2,24,18,983,48,3,8,5,62.5,0.61,0.38,0.38,0.6,23.2,0,0,0,1.3,1.3,0.16,1.7,1.7,21,14,1182,13.1,3,6,3,0,0,1.7,3,30,88,48,0.23,0.23,0.46,0.23,0.46,0.1,0.13,0.23,0.1,0.23,21,1182,56,34.6,13.1,14,4,7,6,2.29,32,11,21,1.6,0.51,21.9,14.2,7.7,0.58,-0.23,"Defensive Midfield","Serie A","La Liga_Serie A","0",-3.22736043920259,3.98982279453182,-1.2213478472952,-0.39754413790859,8.8360752189382
-2400695.85586827,"La Liga","ITA",0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,1,0,0,0,0,0,1,2.5,1,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,1,4,20,12,17,70.6,157,37,9,10,90,3,4,75,0,0,0,1,0,0,1,1,0,0,0,3,17,15,1,0,0,0,2,1,0,0,0,0,12,1,1,24,0,0,9,15,1,24,0,0,0,0,0,19,128,59,1,0,0,4,0,22,8,1,1,1,100,2.43,2.43,1,1,25.3,0,0,0,0,0,0.03,1,1,3,0,37,0.4,1,2,1,0,0,0,0.1,1,3,8,2.43,2.43,4.86,2.43,4.86,0.06,0.11,0.17,0.06,0.17,3,37,12,1.1,0.4,0,0,3,5,0.67,2,0,2,4.86,5,0.2,0.3,-0.1,-0.27,-0.24,"Left Winger","Serie A","La Liga_Serie A","0",1.07507641328385,-0.796911671441213,-0.774419187352602,1.11193029938678,3.75833757146444
-1272727.27272727,"Bundesliga","SUI",2.5,2,0,0,2,0,1,2,50,1,1,0,1,1,3,0,0,4,1.62,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9,4,6,40,56,63,88.9,777,139,30,32,93.8,17,19,89.5,3,5,60,0,0,0.2,0,1,1,3,2,1,63,58,5,0,0,0,3,1,0,0,0,0,56,0,1,82,0,6,40,36,9,82,3,2,66.7,1,33.3,43,303,107,7,4,1,5,4,61,18,2,7,3,42.9,2.84,1.22,0.29,0.67,13.3,0,0,0,1.4,1.4,0.2,0.6,0.6,5,2,222,2.5,2,2,2,0,0,0,1.4,7,1,18,0.81,0,0.81,0.81,0.81,0.56,0.01,0.57,0.56,0.57,5,222,44,7.3,2.5,2,2,3,3,1,6,3,3,1.22,0.9,3.5,3.3,0.2,0.08,0.09,"Centre-Forward","Premier League","Bundesliga_Premier League","0",-2.95492251409986,0.876445229718373,6.34659219156877,0.377052142585696,10.5550120779727
1625000,"Ligue 1","ENG",1.2,2,2,2,0,0,1,1,100,0,3,1,2,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,3,40,62,72,86.1,1256,430,18,19,94.7,38,38,100,5,12,41.7,0,0,0,0,0,3,0,0,7,72,69,3,3,0,1,0,0,0,0,0,0,62,0,0,88,10,39,48,1,1,88,0,0,0,0,0,56,428,329,1,1,0,0,0,63,0,0,1,0,0,0.84,0,0,0,13.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,2,1,107,1.2,0,0,0,0,0,0,0.1,1,7,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,2,107,54,4.2,1.2,1,1,1,1,0.5,0,4,-4,-3.36,-3.51,0.9,1.6,-0.6,-0.54,-0.79,"Centre-Back","Ligue 1","Ligue 1_Ligue 1","0",-0.999944880856372,4.2459955709822,4.45706056589381,5.35704375886847,15.0600447766008
-3463203.46320346,"Premier League","BRA",12.3,17,14,4,10,3,3,21,14.3,18,10,0,10,10,27,5,1,92,7.46,57,13,11,6,4,1,16,1.3,8,2,4,0,2,0,0,0,0,5,21,4,58,14,0,0,0,60,1,7,12.5,566,758,74.7,10208,3685,246,287,85.7,231,288,80.2,73,134,54.5,6,4.7,4.7,1.3,40,99,44,7,145,758,674,76,19,17,5,58,2,53,21,22,0,566,8,18,902,3,49,428,436,34,902,60,39,65,21,35,629,4482,2464,69,55,16,19,26,708,94,7,54,17,31.5,4.38,1.38,0.13,0.41,24,10,0,0,3.5,3.5,0.07,3.5,3.5,14,13,1109,12.3,7,13,7,0,0,4.7,8.2,69,145,94,0.57,0.49,1.06,0.57,1.06,0.28,0.38,0.67,0.28,0.67,14,1109,79,32.4,12.3,13,5,1,1,1.79,29,14,15,1.22,0.01,23.2,11.5,11.7,0.95,-0.12,"Attacking Midfield","La Liga","Premier League_La Liga","0",0.326337124203762,-3.8025479300315,1.82323688704962,3.18576721648744,9.13788915777232
-6333333.33333333,"Bundesliga","POR",14.3,9,5,1,4,4,3,13,23.1,10,9,1,8,1,10,11,0,42,2.95,28,1,5,5,3,0,5,0.35,3,0,0,2,0,0,4,0,0,28,24,10,20,5,0,0,0,36,49,61,44.5,195,304,64.1,2907,903,107,142,75.4,52,81,64.2,17,31,54.8,3,3.6,2.9,-0.6,22,21,16,3,38,304,278,25,0,1,2,20,8,0,0,0,0,195,1,19,529,11,33,219,281,85,528,41,27,65.9,14,34.1,325,1580,572,26,17,13,63,50,418,98,7,50,17,34,3.51,1.19,0.12,0.35,14.3,1,1,1,8.1,7.4,0.15,-1.1,-1.4,23,15,1283,14.3,7,10,6,1,1,3.6,11,26,38,98,0.49,0.21,0.7,0.42,0.63,0.57,0.25,0.82,0.52,0.77,23,1283,56,41.9,14.3,15,10,8,1,1.22,26,22,4,0.28,0.53,25.7,18.8,6.9,0.48,0.34,"Centre-Forward","Bundesliga","Bundesliga_Bundesliga","0",-5.49867844569854,-5.21380076859522,4.56881519434729,1.80590327214367,17.0871976807847
-6111111.11111111,"Premier League","ESP",14.5,12,5,4,6,2,5,16,31.3,11,16,0,16,3,15,8,0,40,2.76,25,2,7,1,5,0,6,0.41,3,0,1,0,2,0,1,0,0,16,17,5,33,5,1,0,0,41,14,20,41.2,353,445,79.3,4935,789,216,242,89.3,99,123,80.5,17,39,43.6,2,2.2,1.7,-0.2,19,12,13,1,31,445,421,23,3,1,1,33,5,11,7,4,0,353,1,9,608,10,54,204,360,67,608,46,20,43.5,26,56.5,383,2140,1012,30,20,16,25,21,471,118,7,36,14,38.9,2.48,0.96,0.19,0.5,15.6,0,0,0,4.9,4.9,0.13,2.1,2.1,24,15,1306,14.5,7,9,7,0,0,2.2,7.1,30,31,118,0.48,0.14,0.62,0.48,0.62,0.33,0.15,0.49,0.33,0.49,24,1306,54,38.2,14.5,15,5,9,13,2.13,29,13,16,1.1,-0.39,23.2,12.4,10.9,0.75,-0.4,"Right Winger","Premier League","Premier League_Premier League","0",3.67064884389024,1.75144930559829,-2.93033415444284,-0.0994868905269226,8.45191919445828
-1602749.64198731,"Premier League","GHA",31.7,82,60,20,35,27,15,54,27.8,39,43,3,40,24,106,20,1,83,2.62,38,1,15,12,12,5,4,0.13,1,0,1,2,0,0,2,1,0,63,87,8,45,60,0,0,0,141,50,120,29.4,700,887,78.9,9413,1239,420,486,86.4,201,256,78.5,30,58,51.7,2,2,1.6,0,16,33,21,2,50,887,850,35,7,3,0,45,5,0,0,0,0,700,2,27,1350,12,111,652,616,101,1349,124,74,59.7,50,40.3,907,6311,2611,76,70,23,109,106,1017,232,7,65,20,30.8,2.05,0.63,0.09,0.3,18.9,4,1,1,7.3,6.5,0.1,-0.3,-0.5,36,33,2852,31.7,7,9,6,1,1,2,8.5,76,50,232,0.22,0.06,0.28,0.19,0.25,0.23,0.06,0.29,0.2,0.27,36,2852,79,83.4,31.7,33,22,3,0,0.89,26,49,-23,-0.73,0.07,27.9,48.3,-20.4,-0.64,0.4,"Centre-Forward","Premier League","Premier League_Premier League","0",2.99429174711238,1.53887550336182,2.05296642439766,-2.53481413280999,9.12094780768185
-2349783.54978355,"Serie A","UKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,8,5,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,2,0,0,4,0,0,0,0,0,1,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,0.1,0,0,0,1,13,3,0,0,0,0,-1.13,0,0,0,0.72,-0.17,"Attacking Midfield","Serie A","Serie A_Serie A","0",-12.0871375312872,-3.41365322939822,2.52306066471817,2.57095560325691,20.5948070286605
-1200000,"Bundesliga","NED",3.8,10,7,7,3,0,7,9,77.8,2,8,4,4,5,15,7,0,9,2.34,7,0,1,1,0,0,3,0.78,2,0,0,1,0,0,1,0,0,6,4,0,3,7,0,0,0,17,3,5,37.5,159,209,76.1,2513,753,94,106,88.7,48,63,76.2,15,33,45.5,2,1.3,0.3,0.7,6,12,1,1,8,209,174,35,2,0,1,3,33,0,0,0,0,159,0,5,260,13,81,119,61,7,260,6,3,50,3,50,129,606,300,8,6,1,4,7,161,17,0,4,1,25,1.05,0.26,0,0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,12,4,344,3.8,0,2,0,0,0,1.3,1.4,8,8,17,0,0.52,0.52,0,0.52,0.04,0.33,0.37,0.04,0.37,12,344,29,11.2,3.8,4,0,8,17,1.83,9,9,0,0,-0.27,6,4.5,1.4,0.38,0.14,"Left-Back","La Liga","Bundesliga_La Liga","0",1.50187444940518,3.12432442106728,4.01453679233914,3.0543546809621,11.6950903437737
-4e+05,"Ligue 1","CMR",0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,2,4,33.3,10,11,90.9,204,74,3,3,100,6,7,85.7,1,1,100,0,0,0,0,0,1,0,0,3,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0,17,0,2,13,3,0,17,1,0,0,1,100,13,120,30,0,1,0,2,2,11,3,0,1,0,0,1.53,0,0,0,23.1,0,0,0,0,0,0.05,0,0,4,0,59,0.7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07,4,59,15,1.7,0.7,0,0,4,0,2.5,1,2,-1,-1.53,-2.6,0.5,1.9,-1.4,-2.09,-2.75,"Centre-Forward","Ligue 1","Ligue 1_Ligue 1","0",-8.54208119646865,-2.83428919161032,1.25644459914475,0.0977034867698354,12.7305184739936
-2666666.66666667,"Ligue 1","GER",7.1,8,4,1,5,2,2,8,25,6,8,0,8,2,10,0,0,18,2.54,16,1,0,0,1,0,4,0.56,3,0,0,0,1,0,1,0,0,20,13,7,8,4,1,0,0,27,11,14,44,112,200,56,1719,722,65,102,63.7,30,50,60,10,20,50,2,1.6,1.3,0.4,14,14,8,0,31,200,196,3,1,3,2,8,1,0,0,0,0,112,1,15,267,2,15,122,133,37,267,5,1,20,3,60,210,1030,270,6,6,5,19,7,213,60,3,15,7,46.7,2.11,0.99,0.2,0.43,15.6,0,0,0,1.7,1.7,0.12,1.3,1.3,17,7,639,7.1,3,5,3,0,0,1.6,3.3,6,31,60,0.42,0.28,0.7,0.42,0.7,0.25,0.23,0.47,0.25,0.47,17,639,38,18.7,7.1,7,0,10,5,1.59,12,12,0,0,-0.39,11.1,9.6,1.5,0.21,-0.03,"Centre-Forward","Bundesliga","Ligue 1_Bundesliga","0",-7.79604055861013,-2.77020105185999,-2.50974594943204,0.992845358308141,14.0688329182103
-22619047.6190476,"La Liga","NED",16.4,7,6,3,0,4,2,4,50,2,5,0,5,2,9,3,0,39,2.38,23,0,10,4,1,1,6,0.37,3,0,2,1,0,0,1,0,0,3,18,17,27,6,0,0,0,31,3,8,27.3,278,380,73.2,3576,635,195,227,85.9,53,82,64.6,12,25,48,3,2.2,1.5,0.8,15,4,14,4,27,380,352,26,0,1,4,27,3,13,5,2,0,278,2,11,549,6,34,130,391,124,546,61,33,54.1,28,45.9,391,2698,1480,71,27,52,33,18,443,172,10,59,25,42.4,3.61,1.53,0.12,0.28,15.1,2,3,3,11.9,9.5,0.16,-1.9,-2.5,23,17,1472,16.4,10,13,7,3,3,2.2,11.7,71,27,172,0.61,0.18,0.79,0.43,0.61,0.73,0.14,0.86,0.58,0.72,23,1472,64,43,16.4,17,6,6,0,1.48,25,19,6,0.37,-0.56,25.1,20.8,4.3,0.26,-0.43,"Left Winger","Premier League","La Liga_Premier League","0",-2.4159727434783,1.52397197718932,1.4419637662496,-0.120632401859884,5.5025408887771
-1222222.22222222,"Bundesliga","POR",14.3,10,4,2,4,4,8,13,61.5,5,9,2,7,1,11,5,0,37,2.58,23,4,1,2,7,0,6,0.42,4,0,1,0,1,0,2,0,0,13,49,3,34,4,1,0,0,48,6,20,23.1,197,326,60.4,2984,912,121,159,76.1,49,82,59.8,19,43,44.2,3,3.6,2.3,-0.6,20,10,16,5,25,326,297,28,4,4,3,34,4,11,4,5,0,197,1,22,510,8,57,199,259,55,510,58,19,32.8,29,50,322,1677,812,31,17,16,43,25,382,95,3,34,13,38.2,2.37,0.91,0.09,0.23,19.1,0,0,0,2.9,2.9,0.09,0.1,0.1,27,16,1291,14.3,3,6,3,0,0,3.6,6.5,31,25,95,0.21,0.21,0.42,0.21,0.42,0.2,0.25,0.45,0.2,0.45,27,1291,48,42.2,14.3,16,2,11,1,0.96,21,27,-6,-0.42,-0.11,20.2,20.4,-0.1,-0.01,-0.14,"Centre-Forward","Bundesliga","Bundesliga_Bundesliga","0",-2.38996489223786,-1.27242944713788,-0.268727733576096,-0.550170483325655,4.4812925562775
-2586666.66666666,"Premier League","CIV",4.7,17,11,5,9,3,6,18,33.3,12,9,0,9,2,19,1,0,20,4.22,12,7,1,0,0,0,1,0.21,1,0,0,0,0,0,0,0,0,4,4,1,41,11,0,0,0,33,3,2,60,109,178,61.2,1850,775,55,72,76.4,35,56,62.5,13,33,39.4,0,1.1,1.1,-1.1,14,11,10,3,26,178,149,28,8,5,0,41,1,18,13,2,2,109,1,4,246,2,29,109,116,11,246,25,16,64,8,32,143,881,437,19,13,1,15,13,142,21,0,6,0,0,1.26,0,0,0,17.1,1,0,0,0.9,0.9,0.15,-0.9,-0.9,7,5,427,4.7,0,0,0,0,0,1.1,2.1,19,26,21,0,0,0,0,0,0.19,0.24,0.43,0.19,0.43,7,427,61,12.5,4.7,5,1,2,0,1,3,8,-5,-1.05,-0.18,6.7,9.9,-3.2,-0.67,0,"Attacking Midfield","Serie A","Premier League_Serie A","0",4.93801373239053,4.95893240201845,-1.12941130543527,-3.44066958548579,14.46702702533
