"global_transfer_index","Transfer_Value","player_url","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G+A","G_minus_PK","PK","PKatt","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_market_value_euro","MarketValue","rownr","squad","count","player_position","Transfer_Group","Is_Transfer","Comp_going","Comp_from_to"
3296,-5250000,"https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422",2023,"zzzinitial value","Bundesliga","Mahmoud Dahoud","GER","MF",26,1996,3.7,11,9,3,4,4,7,7,100,0,6,2,4,7,18,3,0,"https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud",6,1.6,5,0,0,1,0,0,1,0.27,0,0,0,1,0,0,1,0,0,3,2,0,3,9,0,0,0,24,1,3,25,213,259,82.2,3941,1179,89,103,86.4,91,93,97.8,30,45,66.7,0,0.5,0.2,-0.5,4,25,1,0,25,259,253,4,2,1,1,3,0,2,0,2,0,213,2,7,302,9,64,183,56,2,302,5,3,60,2,40,153,736,305,5,6,1,6,4,218,4,0,6,1,16.7,1.6,0.27,0,0,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4,9,4,337,3.7,0,0,0,0,0,0.5,0.9,5,25,4,0,0,0,0,0,0.12,0.13,0.24,0.12,0.24,9,337,37,11,3.7,4,65,1,5,15,6,2.11,10,3,7,1.87,0.81,7.7,4,3.7,0.98,0.18,4e+07,1.2e+07,21103,"Dortmund",194,"Central Midfield",1,"Same Transfer","Premier League","Bundesliga_Premier League"
3297,0,"https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422",2024,"zzzinitial value","Premier League","Mahmoud Dahoud","GER","MF",27,1996,5,9,4,2,4,3,3,9,33.3,6,4,1,3,1,10,5,0,"https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud",13,2.59,13,0,0,0,0,0,2,0.4,2,0,0,0,0,0,1,1,0,6,2,0,3,4,0,0,0,26,0,5,0,284,328,86.6,4011,886,169,176,96,84,99,84.8,16,25,64,1,0.9,0.4,0.1,10,21,1,1,11,328,326,2,2,1,0,3,0,0,0,0,0,284,0,8,368,12,86,225,58,4,368,5,2,40,3,60,239,951,406,4,3,1,6,5,303,6,0,6,1,16.7,1.19,0.2,0,0,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,9,6,452,5,0,1,0,0,0,0.9,1.1,4,11,6,0,0.2,0.2,0,0.2,0.04,0.18,0.22,0.04,0.22,9,452,50,13.2,5,6,68,0,3,16,8,2.11,10,5,5,1,1.36,7.9,4.1,3.8,0.76,0.83,5e+06,6e+06,22825,"Brighton",175,"Central Midfield",2,"Same Transfer","Bundesliga","Premier League_Bundesliga"
3301,-2e+06,"https://www.transfermarkt.com/malang-sarr/profil/spieler/344596",2022,"zzzinitial value","Premier League","Malang Sarr","FRA","DF",22,1999,6.1,14,7,10,2,2,7,12,58.3,5,6,3,3,11,25,20,0,"https://fbref.com/en/players/4315f30d/Malang-Sarr",6,0.99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,4,7,0,0,0,36,13,7,65,432,493,87.6,7202,2241,191,206,92.7,211,226,93.4,26,48,54.2,0,0.4,0.3,-0.4,3,36,2,1,23,493,457,36,14,2,1,4,22,0,0,0,0,432,0,3,555,31,208,300,48,0,555,0,0,NA,0,NA,350,1458,744,9,13,1,6,2,391,15,0,1,0,0,0.16,0,0,NA,21.6,0,0,0,0,0,0.04,0,0,8,6,546,6.1,0,0,0,0,0,0.4,0.4,9,23,15,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,8,546,68,16,6.1,6,85,4,2,18,21,2,6,7,-1,-0.16,-1.54,4.2,6,-1.8,-0.3,-1.3,NA,8e+06,14897,"Chelsea",191,"Centre-Back",2,"Same Transfer","Ligue 1","Premier League_Ligue 1"
3303,-6085858.58585859,"https://www.transfermarkt.com/malcom/profil/spieler/323704",2018,"zzzinitial value","Ligue 1","Malcom","BRA","FW",20,1997,31.7,15,10,3,7,5,1,28,3.6,27,13,1,12,14,29,6,0,"https://fbref.com/en/players/6853490f/Malcom",182,5.74,118,29,12,11,12,0,22,0.69,13,3,2,3,1,0,2,0,0,25,92,8,189,10,1,0,0,127,18,49,26.9,1182,1576,75,18050,5159,663,756,87.7,301,397,75.8,130,249,52.2,7,8.7,10,-1.7,87,98,69,16,169,1576,1348,212,83,8,22,189,19,110,53,38,0,1182,16,49,1868,3,104,832,980,91,1865,141,93,66,48,34,1300,10156,5115,153,132,46,74,65,1447,272,12,72,28,38.9,2.27,0.88,0.14,0.36,22.8,15,2,3,8.4,5.9,0.08,3.6,4.1,35,32,2856,31.7,12,19,10,2,3,8.7,14.6,153,169,272,0.38,0.22,0.6,0.32,0.54,0.27,0.27,0.54,0.19,0.46,35,2856,82,83.5,31.7,32,87,18,3,25,0,1.54,48,38,10,0.32,1.11,43.4,33.1,10.3,0.32,0.77,8e+06,4.5e+07,3041,"Bordeaux",155,"Right Winger",1,"Same Transfer","La Liga","Ligue 1_La Liga"
3304,971717.171717176,"https://www.transfermarkt.com/malick-thiaw/profil/spieler/521964",2023,"zzzinitial value","Serie A","Malick Thiaw","GER","DF",20,2001,15.1,31,26,22,9,0,11,20,55,9,11,5,6,12,43,65,1,"https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw",15,0.99,14,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,14,7,1,2,26,0,0,0,93,52,26,66.7,932,1056,88.3,18898,6496,275,311,88.4,541,576,93.9,112,154,72.7,0,0.2,0.2,-0.2,2,53,5,0,67,1056,1037,19,12,0,4,2,5,0,0,0,0,932,0,5,1196,108,546,613,44,15,1196,4,1,25,2,50,732,3425,1896,6,10,0,4,4,824,2,0,8,3,37.5,0.53,0.2,0,0,10.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,20,15,1362,15.1,0,0,0,0,0,0.2,1,6,67,2,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,20,1362,68,39.8,15.1,15,83,11,5,24,13,1.95,21,12,9,0.59,0.07,24.7,13.8,11,0.72,0.43,1e+07,2e+07,20321,"Milan",199,"Centre-Back",3,"Same Transfer","Bundesliga","Serie A_Bundesliga"
3305,1.4e+07,"https://www.transfermarkt.com/malo-gusto/profil/spieler/620322",2023,"zzzinitial value","Ligue 1","Malo Gusto","FRA","DF",19,2003,17.7,42,26,23,11,8,21,43,48.8,22,22,5,17,28,70,23,1,"https://fbref.com/en/players/d56b9520/Malo-Gusto",50,2.82,42,2,4,0,2,0,2,0.11,2,0,0,0,0,0,1,0,0,20,24,2,116,26,0,0,1,139,8,15,34.8,1171,1437,81.5,18951,6105,599,671,89.3,460,549,83.8,83,139,59.7,1,3.1,4.1,-2.1,24,85,40,29,82,1437,1229,205,21,1,0,116,183,1,0,0,0,1171,3,38,1617,49,351,772,513,26,1617,50,20,40,20,40,1195,6746,3120,66,73,10,17,12,1074,147,0,7,3,42.9,0.39,0.17,0,0,20.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,21,19,1595,17.7,0,1,0,0,0,3.1,3.5,66,82,147,0,0.06,0.06,0,0.06,0.02,0.18,0.2,0.02,0.2,21,1595,76,46.6,17.7,19,83,12,2,10,3,1.48,28,26,2,0.11,-0.68,31.7,21.5,10.2,0.57,0.61,NA,2.5e+07,21811,"Lyon",193,"Right-Back",2,"Same Transfer","Premier League","Ligue 1_Premier League"
3306,533333.333333333,"https://www.transfermarkt.com/mamadou-coulibaly/profil/spieler/472161",2021,"zzzinitial value","Serie A","Mamadou Coulibaly","SEN","MF",21,1999,2,10,8,5,5,0,0,0,NA,0,2,0,2,1,11,0,0,"https://fbref.com/en/players/c976160c/Mamadou-Coulibaly",7,3.42,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,8,0,0,0,13,0,7,0,59,80,73.8,943,252,28,37,75.7,19,23,82.6,7,8,87.5,0,0.1,0.2,-0.1,2,9,3,1,12,80,80,0,0,1,0,3,0,0,0,0,0,59,0,3,110,1,11,63,36,2,110,3,2,66.7,1,33.3,51,237,68,1,0,0,6,4,63,22,0,2,0,0,0.98,0,0,NA,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,2,184,2,0,0,0,0,0,0.1,0.2,1,12,22,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1,3,184,61,5.4,2,2,90,2,1,4,7,0,0,3,-3,-1.47,-1.11,4.1,1.7,2.4,1.18,1.44,5e+06,2e+06,13098,"Udinese",195,"Central Midfield",2,"Same Transfer","Serie A","Serie A_Serie A"
3309,-2026627.21893491,"https://www.transfermarkt.com/mamadou-sakho/profil/spieler/47713",2021,"zzzinitial value","Premier League","Mamadou Sakho","FRA","DF",30,1990,3.1,3,2,1,2,0,3,3,100,0,3,2,1,3,6,11,0,"https://fbref.com/en/players/87935cf3/Mamadou-Sakho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,14,5,6,45.5,83,94,88.3,1495,730,32,37,86.5,41,41,100,6,11,54.5,0,0,0,0,0,3,0,0,4,94,78,16,14,0,1,0,2,0,0,0,0,83,0,0,121,24,58,58,5,2,121,0,0,NA,0,NA,62,255,143,0,0,0,3,1,59,2,0,1,0,0,0.33,0,0,NA,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,4,3,276,3.1,0,0,0,0,0,0,0.1,0,4,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,4,276,69,8.1,3.1,3,90,3,1,6,8,1.5,4,8,-4,-1.3,-0.7,2.9,5.9,-3.1,-1,-0.39,1500000,6e+06,11740,"Crystal Palace",179,"Centre-Back",1,"Same Transfer","Ligue 1","Premier League_Ligue 1"
3314,0,"https://www.transfermarkt.com/manolo-gabbiadini/profil/spieler/112343",2018,"zzzinitial value","Premier League","Manolo Gabbiadini","ITA","FW",25,1991,12,3,2,0,2,1,1,15,6.7,14,3,0,3,4,7,6,0,"https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini",14,1.17,11,0,1,1,1,0,1,0.08,1,0,0,0,0,0,2,0,0,14,7,10,5,2,0,0,0,22,14,36,28,158,228,69.3,1799,178,106,129,82.2,34,50,68,2,10,20,0,0.5,0.5,-0.5,7,3,5,0,12,228,206,22,0,1,1,5,0,0,0,0,0,158,0,10,296,7,24,140,137,31,295,12,6,50,5,41.7,162,661,260,12,4,4,13,7,209,58,5,21,9,42.9,1.75,0.75,0.19,0.44,17.5,0,1,1,2.5,1.7,0.08,2.5,2.3,28,11,1081,12,5,5,4,1,1,0.5,2.2,12,12,58,0.42,0,0.42,0.33,0.33,0.21,0.04,0.25,0.14,0.18,28,1081,39,31.6,12,11,NA,3,17,NA,10,0.86,13,17,-4,-0.33,0.24,12.4,13.5,-1.2,-0.1,0.06,1.2e+07,1.2e+07,334,"Southampton",166,"Centre-Forward",1,"Same Transfer","Premier League","Premier League_Premier League"
3315,-3958153.91505047,"https://www.transfermarkt.com/manolo-gabbiadini/profil/spieler/112343",2019,"zzzinitial value","Premier League","Manolo Gabbiadini","ITA","FW,MF",26,1991,5.3,6,2,1,4,1,1,2,50,1,5,0,5,3,9,6,0,"https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini",10,1.89,7,0,1,0,2,0,1,0.19,1,0,0,0,0,0,0,0,0,9,8,1,4,2,0,0,0,27,8,28,22.2,83,127,65.4,1024,172,56,69,81.2,21,37,56.8,3,7,42.9,0,0.4,0.4,-0.4,5,8,2,0,5,127,124,1,0,1,0,4,0,0,0,0,0,83,2,3,191,5,24,84,85,17,191,8,2,25,6,75,89,396,147,5,7,0,5,3,127,25,1,20,8,40,3.78,1.51,0.05,0.13,23.7,1,0,0,1.2,1.2,0.06,-0.2,-0.2,12,4,476,5.3,1,1,1,0,0,0.4,1.6,5,5,25,0.19,0,0.19,0.19,0.19,0.24,0.07,0.3,0.24,0.3,12,476,40,13.9,5.3,4,84,2,8,18,0,0.5,3,12,-9,-1.7,-1.37,6.2,8.5,-2.2,-0.43,-0.24,8e+06,1.2e+07,3957,"Southampton",166,"Centre-Forward",2,"Same Transfer","Serie A","Premier League_Serie A"
3316,657171.717171717,"https://www.transfermarkt.com/manolo-portanova/profil/spieler/394304",2021,"zzzinitial value","Serie A","Manolo Portanova","ITA","MF",20,2000,0.8,2,0,2,0,0,0,2,0,2,4,1,3,0,2,1,0,"https://fbref.com/en/players/c8c0dccd/Manolo-Portanova",1,1.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,3,1,0,100,18,20,90,252,36,11,12,91.7,5,5,100,2,2,100,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0,36,1,10,14,12,2,36,0,0,NA,0,NA,18,97,61,1,1,0,2,2,27,4,0,5,2,40,6.43,2.57,0,0,21.2,1,0,0,0.6,0.6,0.12,-0.6,-0.6,2,1,70,0.8,0,0,0,0,0,0,0.6,1,0,4,0,0,0,0,0,0.78,0,0.78,0.78,0.78,2,70,35,2,0.8,1,55,0,1,15,14,2,2,1,1,1.29,0.26,1.7,1.3,0.4,0.56,-0.37,NA,1e+06,12691,"Juventus",202,"Central Midfield",3,"Same Transfer","Serie A","Serie A_Serie A"
3317,-5e+06,"https://www.transfermarkt.com/manor-solomon/profil/spieler/396638",2023,"zzzinitial value","Premier League","Manor Solomon","ISR","FW",23,1999,6.4,20,12,12,6,2,9,16,56.3,7,8,0,8,5,25,3,0,"https://fbref.com/en/players/886f9aac/Manor-Solomon",11,1.73,11,0,0,0,0,0,2,0.31,2,0,0,0,0,0,0,0,0,5,4,2,4,12,0,0,0,46,3,3,50,175,207,84.5,2474,575,104,117,88.9,57,62,91.9,7,11,63.6,0,0.4,0.7,-0.4,6,5,8,1,24,207,202,4,1,1,0,4,3,0,0,0,0,175,1,4,292,9,62,91,147,11,292,37,19,51.4,15,40.5,191,1555,723,16,16,2,13,11,186,51,4,11,7,63.6,1.73,1.1,0.36,0.57,19.9,0,0,0,1.3,1.3,0.12,2.7,2.7,19,4,572,6.4,4,4,4,0,0,0.4,1.7,16,24,51,0.63,0,0.63,0.63,0.63,0.2,0.06,0.26,0.2,0.26,19,572,30,16.7,6.4,4,76,1,15,18,3,1.16,6,11,-5,-0.79,-1.01,5.7,12,-6.3,-0.99,-0.63,3500000,1.8e+07,19431,"Fulham",105,"Left Winger",2,"Same Transfer","Premier League","Premier League_Premier League"
3319,-1e+06,"https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225",2022,"zzzinitial value","La Liga","Manu Morlanes","ESP","MF",22,1999,12.7,36,15,16,17,3,18,43,41.9,25,24,5,19,13,49,17,0,"https://fbref.com/en/players/a0255c67/Manu-Morlanes",26,2.01,20,2,1,1,0,2,5,0.39,3,0,0,1,0,1,6,1,0,13,11,0,6,15,0,0,0,78,17,24,41.5,561,657,85.4,9098,3026,263,284,92.6,225,252,89.3,47,71,66.2,0,0.3,0.5,-0.3,6,67,4,2,81,657,625,28,25,0,6,6,2,1,0,0,0,561,4,6,773,36,188,475,117,5,773,15,13,86.7,2,13.3,414,2234,1281,21,16,1,10,6,489,6,2,8,2,25,0.63,0.16,0.25,1,19.8,0,0,0,0.7,0.7,0.08,1.3,1.3,27,11,1144,12.7,2,2,2,0,0,0.3,1,21,81,6,0.16,0,0.16,0.16,0.16,0.05,0.02,0.07,0.05,0.07,27,1144,42,33.5,12.7,11,67,2,16,26,3,1.15,23,23,0,0,0.51,17.3,19.8,-2.6,-0.2,0.28,NA,5e+06,16025,"Espanyol",141,"Central Midfield",3,"Same Transfer","La Liga","La Liga_La Liga"
3320,-6e+05,"https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225",2023,"zzzinitial value","La Liga","Manu Morlanes","ESP","MF",23,1999,1.8,3,2,2,1,0,3,3,100,0,3,2,1,1,4,2,0,"https://fbref.com/en/players/a0255c67/Manu-Morlanes",2,1.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,5,1,2,33.3,36,46,78.3,596,151,19,21,90.5,13,15,86.7,4,7,57.1,0,0,0,0,0,6,0,0,6,46,42,3,3,0,0,0,0,0,0,0,0,36,1,2,60,5,15,34,11,0,60,0,0,NA,0,NA,31,127,49,1,1,0,0,1,36,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,2,158,1.8,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,4,158,40,4.6,1.8,2,70,0,2,10,11,2,3,4,-1,-0.57,-1.12,1.8,2.7,-0.9,-0.51,-0.86,2800000,4e+06,19673,"Villarreal",199,"Central Midfield",4,"Same Transfer","La Liga","La Liga_La Liga"
3321,1731934.73193474,"https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809",2021,"zzzinitial value","La Liga","Manu Sanchez","ESP","DF",19,2000,0.5,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,"https://fbref.com/en/players/ffacd3d5/Manu-Sanchez",1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,24,31,77.4,343,96,14,15,93.3,8,10,80,1,2,50,1,0.4,0.1,0.6,1,1,0,0,1,31,25,6,0,0,0,0,6,0,0,0,0,24,0,1,35,3,10,15,10,1,35,0,0,NA,0,NA,19,99,54,1,0,0,0,0,21,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,49,0.5,0,1,0,0,0,0.4,0.4,1,1,2,0,1.84,1.84,0,1.84,0,0.73,0.73,0,0.73,1,49,49,1.4,0.5,1,49,0,0,NA,9,3,1,0,1,1.84,0.74,0.9,1.4,-0.5,-0.95,-1.38,NA,8e+06,11967,"Atlético Madrid",184,"Left-Back",2,"Same Transfer","La Liga","La Liga_La Liga"
3322,-2133333.33333333,"https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809",2023,"zzzinitial value","La Liga","Manu Sanchez","ESP","DF",21,2000,23.6,51,35,35,9,7,33,63,52.4,30,33,5,28,14,65,51,0,"https://fbref.com/en/players/ffacd3d5/Manu-Sanchez",61,2.58,55,1,2,0,1,2,4,0.17,3,0,0,0,1,0,3,0,0,26,10,2,71,35,1,0,0,126,15,22,40.5,916,1144,80.1,13651,4619,538,603,89.2,302,375,80.5,53,106,50,2,2.1,3.1,-0.1,28,72,35,21,100,1144,943,197,11,0,2,71,186,0,0,0,0,916,4,28,1385,64,330,619,451,43,1385,41,16,39,23,56.1,689,3461,1930,42,27,3,27,14,782,105,0,10,3,30,0.42,0.13,0,0,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,31,22,2124,23.6,0,2,0,0,0,2.1,2.8,42,100,105,0,0.08,0.08,0,0.08,0.03,0.09,0.12,0.03,0.12,31,2124,69,62.1,23.6,22,90,21,9,16,7,1.35,22,26,-4,-0.17,-0.1,23.4,30.5,-7.1,-0.3,-0.38,1.5e+07,1e+07,19851,"Osasuna",134,"Left-Back",3,"Same Transfer","La Liga","La Liga_La Liga"
3324,-4e+06,"https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350",2021,"zzzinitial value","La Liga","Manu Vallejo","ESP","FW,MF",23,1997,10.6,18,8,5,8,5,5,26,19.2,21,8,0,8,3,21,3,0,"https://fbref.com/en/players/0bc4e720/Manu-Vallejo",22,2.09,13,0,3,0,5,1,1,0.09,1,0,0,0,0,0,2,0,0,14,20,4,7,8,1,0,0,35,8,21,27.6,192,256,75,2532,550,112,135,83,49,59,83.1,10,15,66.7,0,0.8,0.7,-0.8,7,10,12,1,25,256,233,21,2,0,3,7,1,3,0,0,0,192,2,11,394,0,30,159,211,43,394,30,9,30,21,70,244,1285,624,22,15,8,35,13,275,60,5,19,13,68.4,1.8,1.23,0.26,0.38,12,0,0,0,4.2,4.2,0.22,0.8,0.8,30,9,950,10.6,5,5,5,0,0,0.8,4.9,22,25,60,0.47,0,0.47,0.47,0.47,0.4,0.07,0.47,0.4,0.47,30,950,32,27.8,10.6,9,69,1,21,16,8,1.1,18,15,3,0.28,0.5,14.7,15.5,-0.8,-0.07,0.25,2.5e+07,7e+06,12137,"Valencia",194,"Second Striker",2,"Same Transfer","La Liga","La Liga_La Liga"
3325,-331428.571428571,"https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350",2022,"zzzinitial value","La Liga","Manu Vallejo","ESP","FW,MF",24,1997,1.1,2,1,1,1,0,0,1,0,1,0,0,0,0,2,1,0,"https://fbref.com/en/players/0bc4e720/Manu-Vallejo",2,1.86,1,1,0,0,0,0,1,0.93,1,0,0,0,0,0,3,0,0,6,1,1,8,1,0,0,0,6,2,6,25,23,39,59,326,117,10,15,66.7,6,10,60,3,7,42.9,0,0.1,0.2,-0.1,1,2,1,1,1,39,30,9,0,0,0,8,2,5,4,0,0,23,0,3,48,1,5,11,32,6,48,0,0,NA,0,NA,27,136,73,2,1,0,2,3,31,6,0,3,1,33.3,2.76,0.92,0,0,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,9,0,98,1.1,0,0,0,0,0,0.1,0.2,2,1,6,0,0,0,0,0,0.14,0.09,0.23,0.14,0.23,9,98,11,2.9,1.1,0,NA,0,9,11,13,0.56,6,1,5,4.59,4.86,3.4,1.3,2.1,1.91,2.2,1e+06,3e+06,15890,"Valencia",194,"Second Striker",3,"Same Transfer","La Liga","La Liga_La Liga"
3327,8100000,"https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730",2022,"zzzinitial value","Bundesliga","Manuel Akanji","SUI","DF",26,1995,25.1,33,23,20,11,2,22,32,68.8,10,26,15,11,35,68,58,0,"https://fbref.com/en/players/89ac64a6/Manuel-Akanji",16,0.64,12,2,1,1,0,0,1,0.04,1,0,0,0,0,0,3,0,0,19,24,1,3,23,0,0,1,164,51,35,59.3,1819,2013,90.4,36320,13836,585,629,93,973,1018,95.6,235,314,74.8,0,0.1,0.7,-0.1,2,122,2,0,115,2013,1944,66,59,1,26,3,7,0,0,0,0,1819,3,10,2196,198,963,1183,65,21,2196,9,8,88.9,1,11.1,1518,7995,4489,18,12,0,8,1,1649,8,1,13,3,23.1,0.52,0.12,0.08,0.33,11.2,1,0,0,1.9,1.9,0.15,-0.9,-0.9,26,25,2261,25.1,1,1,1,0,0,0.1,2,18,115,8,0.04,0,0.04,0.04,0.04,0.08,0,0.08,0.08,0.08,26,2261,87,73.9,25.1,25,89,23,1,45,0,2,64,44,20,0.8,-0.67,47.9,38,10,0.4,-0.48,NA,3e+07,17271,"Dortmund",194,"Centre-Back",1,"Same Transfer","Premier League","Bundesliga_Premier League"
3330,-390000,"https://www.transfermarkt.com/manuel-iturra/profil/spieler/40428",2018,"zzzinitial value","La Liga","Manuel Iturra","CHI","MF",33,1984,17.6,70,45,36,27,7,22,55,40,33,19,2,17,29,99,23,0,"https://fbref.com/en/players/000b3da6/Manuel-Iturra",16,0.91,12,0,2,1,0,1,0,0,0,0,0,0,0,0,6,0,0,43,21,0,9,45,0,0,0,122,22,22,50,478,606,78.9,8850,2515,202,242,83.5,194,227,85.5,69,110,62.7,0,0.7,0.7,-0.7,7,54,8,2,56,606,582,21,13,1,7,9,7,1,0,1,0,478,3,3,788,39,248,470,87,4,788,26,19,73.1,7,26.9,374,1605,716,5,8,2,16,23,420,11,0,2,1,50,0.11,0.06,0,0,14.9,0,0,0,0.4,0.4,0.21,-0.4,-0.4,20,18,1583,17.6,0,0,0,0,0,0.7,1.2,5,56,11,0,0,0,0,0,0.02,0.04,0.07,0.02,0.07,20,1583,79,46.3,17.6,18,85,15,2,24,0,0.45,10,27,-17,-0.97,0.01,18.7,26.8,-8.1,-0.46,0.17,NA,1e+06,1387,"Málaga",36,"Defensive Midfield",1,"Same Transfer","La Liga","La Liga_La Liga"
